name,studentId,major,email,nationality,homeLand,score,gender
Rachel Omar,S832743,SocialWork,feedback_obsidian@me.com,Cameroon,0,59,1
Li Reddy,S642925,Nutrition&Dietetics,feedback_stellar@me.com,Djibouti,2,24,1
Aino Dubois,S459235,UX/UIDesign,contact_zenithpulse@live.com,Ecuador,2,90,0
Ji-woo González,S125055,RenewableEnergyEngineering,support_stellar@aol.com,Denmark,1,86,0
Chidi Pérez,S677027,Animation&DigitalArts,help_zenith@outlook.com,Guinea-Bissau,1,80,1
David Lee,S696937,Biochemistry,contact_aurora@yandex.com,DominicanRepublic,1,25,1
Ali Al-Masri,S850613,Entrepreneurship,info_crimson@zoho.com,CaboVerde,1,39,1
Sean Wu,S25005,Architecture,info_crimson@zoho.com,Denmark,1,69,1
Minh Volkov,S384469,SpecialEducation,sales_lumivault@yahoo.com,Congo(DemocraticRepublic),2,67,1
Rowan Sharma,S56159,SupplyChainManagement,info_stellar@zoho.com,CostaRica,1,41,1
Somchai Zhu,S85178,UrbanPlanning,sales_quantum@yahoo.com,Dominica,0,63,1
Zahara Johnson,S390393,Anthropology,support_voltex@aol.com,DominicanRepublic,1,51,1
Budi Hu,S252645,Medicine(Pre-Med),support_zenith@aol.com,DominicanRepublic,1,17,0
Carlos Yamada,S836584,MusicPerformance/Theory,feedback_obsidian@me.com,France,0,76,0
Mio Mensah,S173061,IndustrialDesign,help_nexus@outlook.com,Finland,2,74,0
Aarav Georgiou,S825400,MusicPerformance/Theory,media_quantum@protonmail.com,Croatia,0,77,1
Sam Wilson,S871434,PoliticalScience,service_nexus@msn.com,Greece,0,50,1
Rachel DelaCruz,S283305,Philosophy,media_eclipse@protonmail.com,Iraq,1,53,1
Hiroshi Romano,S8319,FashionDesign,help_eclipse@outlook.com,EquatorialGuinea,2,73,1
Ahmed Lewis,S510242,BusinessAdministration,media_echelon@protonmail.com,Burundi,0,33,0
Tao Volkov,S819855,Hospitality&TourismManagement,feedback_aurora@me.com,Brazil,2,42,0
Myra Volkov,S96980,Chemistry,info_cobalt@zoho.com,Eritrea,0,8,1
Kavita Levy,S727131,Animation&DigitalArts,media_pyrexia@protonmail.com,Fiji,1,80,1
Somchai Jain,S984792,InternationalBusiness,n.lee_consulting@yandex.com,BurkinaFaso,2,41,0
Emi Watanabe,S48607,Geography,info_cobalt@zoho.com,Guatemala,2,61,0
Hiroshi Wang,S527645,Marketing,admin_fluxion@hotmail.com,Finland,2,37,1
Amara García,S521791,SpecialEducation,inquiry_elysium@zoho.com,Gambia,2,67,1
Ping Moreau,S863550,Geology,service_iron@msn.com,Gabon,1,11,1
Casey Lewis,S589673,RenewableEnergyEngineering,contact_vivid@yandex.com,Croatia,0,86,1
Dmitri Rodríguez,S753036,SupplyChainManagement,info_cobalt@zoho.com,Cyprus,2,42,1
Mariam Russo,S585661,IndustrialDesign,hello_zenith@live.com,Ecuador,2,73,1
Rowan Wong,S515618,Geography,support_solstice@me.com,Eritrea,0,62,0
Aoi Al-Masri,S35908,Film&MediaStudies,info_aurora@zoho.com,Guatemala,2,71,0
Nadia Wilson,S65477,Epidemiology,service_stellar@msn.com,Ecuador,2,28,1
Jasmin Hassan,S814387,Accounting,sales_quantum@yahoo.com,Croatia,0,35,1
Emma Johnson,S47029,PoliticalScience,contact_quantum@yandex.com,Burundi,0,50,1
Reza DelaCruz,S979507,ClimateScience,hello_infinitum@me.com,DominicanRepublic,1,84,0
Hiroshi Flores,S669033,FashionDesign,sales_aurora@yahoo.com,Cyprus,2,72,0
Dewi Xu,S88423,SupplyChainManagement,help_nexus@outlook.com,Comoros,1,41,1
Tamar Dubois,S486546,Anthropology,moonlightstudio@protonmail.com,CaboVerde,1,51,1
Aino Dubois,S667089,OccupationalTherapy,help_eclipse@outlook.com,Cambodia,2,30,1
Koa Sethi,S6260,Chemistry,media_astralink@icloud.com,Dominica,0,9,1
Ping Lee,S679897,Law(Pre-Law),contact_vivid@yandex.com,CentralAfricanRepublic,2,65,1
Dakota Hassan,S25171,Theater&Drama,info_stellar@zoho.com,Ghana,2,77,1
Arjun Mensah,S269468,Law(Pre-Law),hello_quantum@live.com,Egypt,0,65,0
Avery Ortiz,S303107,InternationalBusiness,hello_nexa@live.com,Greece,0,41,1
Emma Malhotra,S61485,Criminology,contact_nexa@yandex.com,Cambodia,2,57,1
Sage Demir,S619191,CognitiveScience,tech_stellar@icloud.com,France,0,92,1
Aaron Russo,S349453,RealEstateManagement,service_nexa@msn.com,CostaRica,1,46,0
Nia Bello,S570721,SpecialEducation,help_eclipse@outlook.com,Cameroon,0,67,1
Yue Schmidt,S140117,GenderStudies,service_zephyr@msn.com,Haiti,0,60,1
James Ramírez,S420939,Kinesiology,feedback_zenith@me.com,Djibouti,2,25,1
Rasha Rosenberg,S166789,RealEstateManagement,vividra.contact@outlook.com,Finland,2,47,0
Sakura Ma,S113467,SpecialEducation,service_luminary@zoho.com,Eswatini,2,67,0
Aarav Anderson,S904983,ForensicScience,auroraforge.help@gmail.com,ElSalvador,1,93,0
Noura Park,S999794,Economics,service_nexus@msn.com,EquatorialGuinea,2,38,1
Michael Watanabe,S665481,MusicPerformance/Theory,tech_nexus@icloud.com,Chile,1,76,0
Ping Watanabe,S715901,InternationalRelations,webquery_obsidian@hotmail.com,Fiji,1,56,1
Nikolai Miller,S306400,Finance,moonlightstudio@protonmail.com,Congo(DemocraticRepublic),2,34,1
Somchai Nikolaidis,S664899,Criminology,admin_zenith@hotmail.com,Gabon,1,58,1
Wei Sethi,S154266,ActuarialScience,sales_flux@yahoo.com,Guinea-Bissau,1,46,0
Arjun Sethi,S548706,Geology,tech_astral@icloud.com,France,0,12,0
Haruto Dubois,S528517,FineArts,query.nexorium@zoho.com,Haiti,0,70,0
Casey Inoue,S587996,Sociology,feedback_terra@msn.com,Gabon,1,49,0
Ethan Young,S611919,Philosophy,support_nexorium@aol.com,Egypt,0,53,0
Eilidh Khalid,S402351,Theater&Drama,sunrise_engineering@yandex.com,Czechia,0,77,1
Dewi Çelik,S890072,Astrophysics,support_quantumcore@icloud.com,Ghana,2,7,1
Parisa Zhao,S729896,BusinessAdministration,feedback_catalyst@msn.com,Cyprus,2,34,0
Daniel Kaya,S314943,Kinesiology,service_stellar@msn.com,Georgia,0,24,1
Rowan Abbas,S626925,SocialWork,media_astralink@icloud.com,India,1,58,1
Olivia Wang,S730649,Hospitality&TourismManagement,j.smith_45@yahoo.com,Guinea-Bissau,1,42,0
Min-jun Ibrahim,S173757,UrbanPlanning,service_nexus@msn.com,Eswatini,2,64,0
Meera Herrera,S969340,Kinesiology,help_nexus@outlook.com,Egypt,0,25,1
Sunita Rao,S856047,EthicalAI&Policy,media_quantum@protonmail.com,DominicanRepublic,1,86,1
Maximilian Huang,S196907,History,feedback_aurora@me.com,Congo(Republic),0,53,0
Skyler Brown,S305915,GameDesign,stellarsky2024@msn.com,ElSalvador,1,81,0
Khalid Ortiz,S708185,Economics,contact_iron@yandex.com,Chile,1,38,0
Kwame Mehra,S700555,Law(Pre-Law),media_crimson@protonmail.com,Bulgaria,1,64,1
Gang Katz,S437501,Neuroscience,feedback_catalyst@msn.com,ElSalvador,1,10,1
Avery Xu,S891641,RenewableEnergyEngineering,contact_pulsewave@yandex.com,Guinea,0,85,0
Hui Taylor,S833327,Architecture,service_aurora@msn.com,DominicanRepublic,1,69,0
Mary Rosenberg,S509860,UrbanPlanning,query.nexorium@zoho.com,Egypt,0,63,0
Emily Kimura,S909372,Accounting,novaflux.support@outlook.com,Croatia,0,35,1
Zahara Jung,S779071,Geography,support_quantum@aol.com,Dominica,0,62,1
Emre Dang,S385553,Sociology,contact_pulsewave@yandex.com,Ethiopia,0,49,0
Pooja Mensah,S882998,Film&MediaStudies,info_crimson@zoho.com,Gambia,2,71,0
Diya Zhao,S596648,Genetics,tech_stellar@icloud.com,Czechia,0,28,0
Kavita Romano,S858031,Entrepreneurship,n.lee_consulting@yandex.com,Cambodia,2,39,0
Rong Bakker,S791136,IndustrialDesign,contact_nexa@yandex.com,Croatia,0,74,1
Budi Petrov,S372398,Geography,admin_vexelon@hotmail.com,Iceland,0,62,1
Arlo Ramírez,S393653,Geography,support_frostvale@live.com,Gambia,2,62,1
Yuna Jung,S332386,Geography,query.nexorium@zoho.com,Grenada,1,61,0
Diya Becker,S72350,Biochemistry,admin_vexelon@hotmail.com,Dominica,0,26,0
Anastasia Zhu,S158748,CognitiveScience,hello_zenith@live.com,Congo(DemocraticRepublic),2,92,1
Idris Mehra,S840261,Biology,helpdesk_echelon@yahoo.com,ElSalvador,1,10,1
Emma Khalid,S515066,InternationalBusiness,hello.vortexgrid@me.com,Cambodia,2,41,0
Noura Rodríguez,S117345,Geography,hello_embercore@live.com,BurkinaFaso,2,61,0
Mia Toure,S249657,HumanResourcesManagement,feedback_stellar@me.com,Egypt,0,44,1
Nao Toure,S438989,Astrophysics,auroraforge.help@gmail.com,DominicanRepublic,1,7,1
Parisa Visser,S35311,Biotechnology,sales_quantum@yahoo.com,Denmark,1,32,1
Ethan Williams,S61254,Education(Primary/Secondary),info_stellar@zoho.com,Belize,2,65,1
Jun Thomas,S695392,CreativeWriting,admin_zenith@hotmail.com,Eswatini,2,78,0
Pooja Vasiliou,S372626,Anthropology,vividra.contact@outlook.com,Cyprus,2,51,1
Phoenix Larsen,S462607,Neuroscience,info_zenith@zoho.com,Eswatini,2,11,0
Rowan Nasser,S866732,Meteorology,hello_zenith@live.com,Finland,2,13,1
Tereza Martínez,S140913,SocialWork,sales_lumivault@yahoo.com,Denmark,1,58,1
Elliot Visser,S720353,EnvironmentalScience&Sustainability,novaflux.support@outlook.com,Eswatini,2,83,0
Emi Wagner,S926504,GraphicDesign,hello_infinitum@me.com,Dominica,0,67,0
Avery Tran,S746939,Physiotherapy,contact_apexion@outlook.com,CentralAfricanRepublic,2,30,0
Nabil Tanaka,S19820,Nanotechnology,media_nexa@protonmail.com,China,2,15,1
Rania Kobayashi,S396596,EnvironmentalScience&Sustainability,jameson.tech@outlook.com,Grenada,1,84,0
Kavita Mehra,S201456,Entrepreneurship,support_voltex@aol.com,Greece,0,39,0
Takumi Zhao,S741292,Education(Primary/Secondary),sales_flux@yahoo.com,Ethiopia,0,66,1
Yusuf Georgiou,S906101,Linguistics,hello_nexa@live.com,Honduras,1,54,0
Budi Çelik,S346438,Genetics,sales_lumivault@yahoo.com,Estonia,1,28,0
Isaac Müller,S932544,Accounting,media_astralink@icloud.com,Burundi,0,35,0
David Müller,S349027,Statistics,sales_aurora@yahoo.com,Eritrea,0,14,1
Khalid Al-Mohammed,S443685,InternationalRelations,media_echelon@protonmail.com,Grenada,1,55,0
Aino Wagner,S650216,SocialWork,media_flux@protonmail.com,Czechia,0,58,0
Somchai Wagner,S503385,PublicHealth,admin_zenith@hotmail.com,Colombia,0,20,0
Wei López,S942732,Education(Primary/Secondary),info_silverhawk@zoho.com,Gambia,2,65,0
Ping Al-Masri,S239935,Philosophy,help_orion@outlook.com,Indonesia,2,53,1
Gábor Miller,S178415,InteriorDesign,vividra.contact@outlook.com,Estonia,1,75,1
Hana Diop,S916095,VeterinaryScience,info_aurora@zoho.com,Eswatini,2,22,0
Khalid Reddy,S500138,Education(Primary/Secondary),feedback_aurora@me.com,ElSalvador,1,66,1
Fatima Petrov,S501761,Accounting,support_nexa@aol.com,Cambodia,2,35,0
Ingrid DelaCruz,S598811,GraphicDesign,silverhawk_sales@aol.com,Chile,1,67,1
Ethan Kuznetsov,S414795,GameDesign,feedback_terra@me.com,Greece,0,80,0
Jun Çelik,S981306,SupplyChainManagement,media_flux@protonmail.com,Ethiopia,0,41,0
Jamie Ramos,S598156,Entrepreneurship,contact_aurora@yandex.com,Chad,0,39,1
Fatima Suzuki,S51624,Education(Primary/Secondary),hello_flux@live.com,Greece,0,65,1
Oksana Johnson,S181356,PublicHealth,support_nexorium@aol.com,Cuba,1,20,0
Ingrid Cohen,S48239,ActuarialScience,feedback_terra@msn.com,CentralAfricanRepublic,2,45,1
Morgan Hussein,S515565,Hospitality&TourismManagement,media_astralink@icloud.com,China,2,43,0
Raj Kumar,S958985,Kinesiology,media_orionis@protonmail.com,Colombia,0,24,0
Aisha Nkrumah,S329763,Accounting,admin_pulse@hotmail.com,Burundi,0,35,1
Sophia Sethi,S712377,Law(Pre-Law),feedback_eclipse@me.com,Comoros,1,64,0
Sakura Katz,S643500,Nutrition&Dietetics,tech_flux@icloud.com,BosniaandHerzegovina,0,23,1
Jing Omar,S211951,Hospitality&TourismManagement,service_nexa@msn.com,Congo(Republic),0,43,1
Jordan Cohen,S848638,PublicHealth,tech_astral@icloud.com,Chile,1,21,0
Jing Okafor,S923404,HumanResourcesManagement,hello_zenith@live.com,Brazil,2,44,0
Mary Flores,S592719,Accounting,contact_nexa@yandex.com,Cameroon,0,36,1
Sora Wilson,S948674,Philosophy,feedback_terra@me.com,Guyana,2,53,0
Elliot Khalid,S484923,Education(Primary/Secondary),contact_nexa@yandex.com,CaboVerde,1,66,0
Jun DelaCruz,S617238,Animation&DigitalArts,feedback_terra@me.com,France,0,79,0
Hala Okafor,S591704,Linguistics,feedback_terra@me.com,CentralAfricanRepublic,2,54,1
Yuto Keita,S155212,Architecture,zephyron.help@icloud.com,Croatia,0,69,1
Li Abebe,S555682,Linguistics,zephyron.help@icloud.com,Chad,0,55,0
Alex Yamada,S44883,Linguistics,media_flux@protonmail.com,China,2,55,0
Xiu Williams,S277629,GameDesign,feedback_obsidian@me.com,Denmark,1,81,1
Tariq Xu,S828100,Philosophy,query.nexorium@zoho.com,Bulgaria,1,54,0
Dakota Johansen,S168674,PublicHealth,contact_vivid@yandex.com,DominicanRepublic,1,20,1
Carlos Andersen,S132169,Philosophy,query.nexorium@zoho.com,Bulgaria,1,53,0
Yui Sato,S170282,Sociology,moonlightstudio@protonmail.com,China,2,48,1
Kwame Demir,S356587,Sociology,sales_aurora@yahoo.com,Botswana,1,49,1
Ji-woo Ivanov,S169818,FashionDesign,tech_flux@icloud.com,Eritrea,0,73,0
Zion Hassan,S19683,Geography,help_zenith@outlook.com,Burundi,0,62,0
Avery Lewis,S453749,Hospitality&TourismManagement,admin_nexa@hotmail.com,Botswana,1,43,1
Ethan Demir,S279632,Sociology,tech_aurora@icloud.com,Congo(Republic),0,48,0
Casey DelaCruz,S694869,Hospitality&TourismManagement,support_solstice@me.com,Cameroon,0,43,1
Matthew Johansen,S58883,ActuarialScience,feedback_aurora@me.com,Eritrea,0,45,1
Léa Nguyen,S951146,Photography,service_stellar@msn.com,Hungary,2,82,1
Daiki Miller,S141978,SpecialEducation,j.smith_45@yahoo.com,Egypt,0,67,1
Soraya Sun,S527003,MusicPerformance/Theory,info_stellar@zoho.com,France,0,76,0
Diya Dang,S985400,Animation&DigitalArts,service_quantum@msn.com,Denmark,1,79,1
Tereza Zayed,S968954,CreativeWriting,contact_stellar@yandex.com,Estonia,1,78,0
Lan Nguyen,S625875,Linguistics,hello_nexa@live.com,Bulgaria,1,55,1
Sunita Yilmaz,S970281,Finance,tech_nexus@icloud.com,Estonia,1,34,0
Avery Li,S821836,Hospitality&TourismManagement,service_stellar@msn.com,CostaRica,1,43,0
Abigail Anderson,S889973,Nutrition&Dietetics,moonlightstudio@protonmail.com,Chile,1,24,0
Ravi Wong,S652287,InternationalRelations,admin_cobaltreach@zoho.com,Côted'Ivoire,2,56,1
Sakura Hu,S762120,Criminology,feedback_aurora@me.com,Finland,2,57,0
Mei Zhang,S40994,Philosophy,hello_zenith@live.com,BosniaandHerzegovina,0,54,0
Budi Ivanov,S966037,Geology,sales_flux@yahoo.com,Djibouti,2,12,1
Somchai Nasser,S649975,GenderStudies,support_quantum@aol.com,Guinea,0,60,1
Zahara Okafor,S131134,ClimateScience,sales_nimbus@yahoo.com,Djibouti,2,84,0
Emre García,S517432,ActuarialScience,media_flux@protonmail.com,Comoros,1,45,0
Dmitri Dubois,S372137,GlobalHealth,contact_vivid@yandex.com,Gambia,2,89,1
João Jones,S350581,Theater&Drama,sales_titan@yahoo.com,ElSalvador,1,77,0
Leilani Rosenberg,S324321,Geography,support_quantumcore@icloud.com,Guinea-Bissau,1,62,0
Léa Ramos,S70549,CreativeWriting,contact_zenithpulse@live.com,Egypt,0,79,1
Zion Smirnov,S165486,Economics,info_zenith@zoho.com,Botswana,1,38,1
Kwame Rao,S652339,History,help_orion@outlook.com,Eritrea,0,53,1
João Sasaki,S22212,InternationalBusiness,tech_nexa@icloud.com,CostaRica,1,40,1
Sanjay Mensah,S945618,OccupationalTherapy,luna.waves23@gmx.com,Bulgaria,1,31,0
Olga Nikolaidis,S121882,InteriorDesign,hello_infinitum@me.com,Cameroon,0,75,0
Feng Diallo,S411532,HumanResourcesManagement,contact_iron@yandex.com,Bulgaria,1,44,1
Riley Agarwal,S968188,RealEstateManagement,tech_cerulean@icloud.com,Cyprus,2,47,1
Gang Jones,S66345,Dentistry(Pre-Dental),feedback_catalyst@msn.com,BurkinaFaso,2,22,1
Nonglak Sasaki,S137704,UX/UIDesign,feedback_ironwave@msn.com,Georgia,0,91,1
Michael Johansen,S368196,CybersecurityPolicy,media_astralink@icloud.com,DominicanRepublic,1,97,0
Rasha Yilmaz,S422249,Linguistics,admin_fluxion@hotmail.com,Cyprus,2,55,0
Minh Al-Mohammed,S47318,GenderStudies,info_summitaegis@aol.com,Haiti,0,60,1
Nadia Hussein,S136318,Geography,service_aurora@msn.com,EquatorialGuinea,2,62,1
Marco Sun,S801385,Biochemistry,feedback_eclipse@me.com,Bulgaria,1,26,0
Min-jun Kimura,S557275,Genetics,j.smith_45@yahoo.com,CentralAfricanRepublic,2,27,1
Emerson Sharma,S288217,SocialWork,feedback_aurora@me.com,Fiji,1,58,0
Nikolai Vasiliou,S260010,Epidemiology,service_ironclad@msn.com,France,0,28,0
Ravi Anderson,S984250,InternationalRelations,admin_vexelon@hotmail.com,Chile,1,56,0
James Kimura,S756545,PublicHealth,tech_eclipse@icloud.com,Cyprus,2,20,1
Aisha Al-Mohammed,S404128,PoliticalScience,feedback_quantum@me.com,Cameroon,0,50,0
Xiu Sethi,S507279,OccupationalTherapy,help_terra@icloud.com,Chile,1,31,0
Yue Sharma,S941914,Economics,media_quantum@protonmail.com,DominicanRepublic,1,38,1
João Bello,S130365,Animation&DigitalArts,query.nexorium@zoho.com,Guinea,0,79,0
Alex Nikolaidis,S581241,PublicHealth,sales_nimbus@yahoo.com,Eritrea,0,21,0
Rohan Miller,S702173,RealEstateManagement,contact_apexion@outlook.com,Comoros,1,47,0
Maximilian Bello,S396956,FashionDesign,feedback_stellar@me.com,Ethiopia,0,73,1
Ryota Li,S459776,Education(Primary/Secondary),tech_eclipse@icloud.com,Honduras,1,65,0
Nonglak Suzuki,S877206,Film&MediaStudies,help_zenith@outlook.com,Grenada,1,72,1
Isaac Al-Farsi,S591372,RealEstateManagement,info_eclipse@zoho.com,Cyprus,2,47,0
Sanjay Davis,S856292,Anthropology,bluehorizon_01@live.com,Georgia,0,51,1
Amir Johansen,S604579,Kinesiology,j.smith_45@yahoo.com,Croatia,0,24,0
Casey Zhou,S828383,InternationalRelations,t.zhang_services@me.com,CaboVerde,1,56,1
Pooja Wagner,S381063,History,admin_stellar@hotmail.com,Brunei,0,52,0
Rong Ramos,S545733,GameDesign,help_stellar@outlook.com,Georgia,0,81,0
Yasin Zhao,S27732,Accounting,service_nexa@msn.com,Benin,0,36,0
Emerson Park,S60001,Pharmacy,sales_quantum@yahoo.com,Fiji,1,18,0
Michael Huang,S696157,InternationalRelations,sales_nexus@yahoo.com,Congo(DemocraticRepublic),2,56,0
Xin Hu,S265865,BusinessAdministration,silverhawk_sales@aol.com,Brazil,2,33,1
James Abebe,S82737,UrbanPlanning,media_flux@protonmail.com,Brazil,2,63,1
Omar Zhu,S992630,Film&MediaStudies,luna.waves23@gmx.com,Brunei,0,72,1
Amara Choi,S578283,GenderStudies,sales_eclipse@yahoo.com,Czechia,0,60,0
Asha Taylor,S831301,Architecture,sales_nexus@yahoo.com,Cyprus,2,69,1
Aylin Schmidt,S175862,Mathematics,support_stellar@aol.com,Dominica,0,4,0
Kai Suzuki,S789383,Biology,bluehorizon_01@live.com,CostaRica,1,9,1
Quinn Young,S369669,Law(Pre-Law),admin_zenith@hotmail.com,Eritrea,0,65,1
Rong Watanabe,S399924,Biotechnology,hello_nexa@live.com,Botswana,1,32,1
Hassan Jones,S248504,Archaeology,info_eclipse@zoho.com,France,0,61,0
Gang Smirnov,S764260,Pharmacy,admin_stellar@hotmail.com,Ghana,2,19,0
Sam Ivanov,S961675,Nursing,admin_cobaltreach@zoho.com,China,2,18,1
Maximilian García,S155943,UrbanPlanning,help_stellar@outlook.com,CostaRica,1,63,0
Raj Hussein,S92035,Hospitality&TourismManagement,admin_aurora@hotmail.com,Chile,1,43,0
Jun Zhang,S640427,Animation&DigitalArts,hello_quantum@live.com,Germany,1,80,0
Zainab Kumar,S992240,Film&MediaStudies,luna.waves23@gmx.com,Burundi,0,72,0
Andrei Zhang,S461282,Nutrition&Dietetics,tech_stellar@icloud.com,CostaRica,1,24,1
Ying Abebe,S539189,Biotechnology,sales_nimbus@yahoo.com,Comoros,1,32,0
João Herrera,S580356,PublicHealth,info_zenith@zoho.com,Croatia,0,20,0
Soraya Pérez,S42836,UrbanPlanning,support_solstice@me.com,ElSalvador,1,63,0
Samir Clark,S785266,SupplyChainManagement,hello_zenith@live.com,Guinea,0,42,0
Omar Jain,S584807,ClimateScience,sales_nexus@yahoo.com,Eswatini,2,84,0
Isaac Clark,S325760,Entrepreneurship,help_stellar@outlook.com,Chad,0,39,1
Aoi Singh,S39467,Architecture,contact_stellar@yandex.com,CentralAfricanRepublic,2,69,0
Ren Moreau,S402729,Archaeology,moonlightstudio@protonmail.com,Estonia,1,61,0
Misha Chen,S826941,Film&MediaStudies,feedback_zenith@me.com,Georgia,0,72,1
Jordan Hassan,S735039,Philosophy,support_nexa@aol.com,Eswatini,2,54,1
Yuto Ibrahim,S544545,Sociology,sales_nimbus@yahoo.com,Chile,1,48,0
Budi Bakker,S505241,Architecture,n.lee_consulting@yandex.com,Czechia,0,69,1
Alistair Visser,S859940,Philosophy,alex_rivera99@hotmail.com,Denmark,1,53,0
David Malhotra,S51473,Entrepreneurship,service_stellar@msn.com,Chile,1,39,0
Ji-woo Tran,S402940,Biotechnology,support_nexa@aol.com,Djibouti,2,32,0
Piotr Reddy,S924964,SupplyChainManagement,service_ironclad@msn.com,Fiji,1,41,0
Khalid Kim,S74431,SupplyChainManagement,info_stellar@zoho.com,Cameroon,0,42,0
Katarzyna Chen,S183115,Architecture,admin_nexa@hotmail.com,Brazil,2,69,1
Yusuf Hassan,S126299,Pharmacy,contact_zenithpulse@live.com,Djibouti,2,19,1
Ingrid Kumar,S2547,Biochemistry,tech_nexa@icloud.com,DominicanRepublic,1,26,1
Anna Singh,S244872,Dentistry(Pre-Dental),query.nexorium@zoho.com,Eritrea,0,21,0
Taylor Rashid,S290004,SupplyChainManagement,hello.vortexgrid@me.com,BosniaandHerzegovina,0,42,0
Sage Nielsen,S242282,OccupationalTherapy,admin_pulse@hotmail.com,Djibouti,2,31,0
Emre Huang,S326662,Biotechnology,feedback_stellar@me.com,Cuba,1,32,1
Erik Schmidt,S4209,Theater&Drama,admin_cobaltreach@zoho.com,Côted'Ivoire,2,77,1
Christopher Kimura,S111657,Film&MediaStudies,media_eclipse@protonmail.com,Czechia,0,72,1
Oksana Rashid,S761218,Biochemistry,sales_flux@yahoo.com,Burundi,0,26,1
Dewi Zhang,S236093,SpecialEducation,feedback_catalyst@msn.com,EquatorialGuinea,2,66,0
Mio Ortiz,S242230,VeterinaryScience,admin_vexelon@hotmail.com,CaboVerde,1,23,0
Andrei Clark,S32063,BusinessAdministration,info_summitaegis@aol.com,Colombia,0,33,0
Jing Brown,S815228,Geography,admin_nexa@hotmail.com,Estonia,1,62,0
Lina Dang,S514883,GraphicDesign,info_zenith@zoho.com,Finland,2,68,0
Aino Al-Farsi,S281189,Accounting,service_iron@msn.com,Brazil,2,35,0
Jan Schmidt,S291044,RealEstateManagement,help_nexus@outlook.com,Iceland,0,46,1
João Rosenberg,S309507,Psychology,media_crimson@protonmail.com,France,0,48,1
Malik Jung,S703224,CybersecurityPolicy,query_aurora@yandex.com,Dominica,0,98,1
Jamie Smirnov,S703324,GraphicDesign,info_stellar@zoho.com,Fiji,1,68,0
Aoi Jones,S518108,Pharmacy,hello_vireoworks@live.com,ElSalvador,1,19,1
Wei Zhu,S510107,Criminology,helpdesk_echelon@yahoo.com,Eritrea,0,58,0
